0x00e19cf8;え
0x00e23ac8;所持防具
0x00e23ae4;刀
0x00e23aec;特殊武器
0x00e23afc;銃
0x00e23b04;弾丸
0x00e23b0c;鉢巻
0x00e23b14;胸当て
0x00e23b1c;籠手
0x00e23b44;攻撃力
0x00e23b54;防御力
0x00e23b64;希少度
0x00e23b6c;格
0x00e23b80;で選択中の武具の強化素材を確認することができます。
0x00e23bcc;基本操作
0x00e23bdc;特殊技
0x00e23be4;格闘の型
0x00e23bf4;一刀の型
0x00e23c04;乱舞の型
0x00e23c14;短銃の型
0x00e23c5c;現在は習得できません。
0x00e23c7c;持ち物を使用出来ませんでした。
0x00e23c9c;装填出来ませんでした。
0x00e23cb4;持ち物を捨てる事が出来ませんでした。
0x00e23ce0;受信メール
0x00e23cf8;メール
0x00e23d08;飲食店
0x00e23d10;販売店
0x00e23d18;プレイスポット
0x00e23d28;シナリオ
0x00e23d38;修行
0x00e23d40;設定した目的地
0x00e23d54;うどん屋
0x00e23d64;蕎麦屋
0x00e23d6c;たこ焼き屋
0x00e23d7c;はなこ
0x00e23d84;居酒屋
0x00e23d8c;茶屋
0x00e23d94;魚屋
0x00e23d9c;釜飯屋
0x00e23da4;飯屋1
0x00e23dac;飯屋2
0x00e23db4;八百屋
0x00e23dbc;神社1
0x00e23dc4;神社2
0x00e23dcc;師匠2
0x00e23dd4;師匠1
0x00e23ddc;砲丸
0x00e23e28;ト
0x00e23e2c;屋
0x00e23e30;ー
0x00e23e34;師匠
0x00e23e44;ル
0x00e23e54;。
0x00e23e5c;。
0x00e23e74;マップがありません
0x00e23e94;。
0x00e23e9c;釣り竿
0x00e23ea4;養鶏所
0x00e23eac;猫の布団
0x00e23ebc;犬小屋レベル
0x00e23ecc;調理器具
0x00e23edc;内装
0x00e23f10;<Color:20>%03d/%03d<Color:Default>
0x00e23f40;－
0x00e23f48;日
0x00e23f50;型
0x00e23f58;の
0x00e23f60;の
0x00e23f70;額
0x00e23f80;勝
0x00e23fa8;済
0x00e23fac;済
0x00e23fb0;得
0x00e23fd4;ミニゲーム
0x00e23fe4;食事
0x00e23fec;武器・防具
0x00e23ffc;お尋ね者
0x00e2400c;バトルダンジョン
0x00e24024;場
0x00e24054;サブストーリーのコンプリートです。[n]
0x00e2407c;ミニゲームのコンプリートです。[n]各ミニゲームの達成状況を確認できます。
0x00e240c4;アナザーライフのコンプリートです。
0x00e240ec;食事のコンプリートです。[n]全ての飲食系店舗メニューを制覇すると達成です。
0x00e24134;ヒートアクションのコンプリートです。[n]全てのヒートアクションを発動させると達成です。 
0x00e2418c;武器・防具のコンプリートです。
0x00e241ac;師匠のコンプリートです。[n]各師匠のミッション・修行を全て完了すると達成です。
0x00e241fc;お尋ね者のコンプリートです。[n]
0x00e2421c;バトルダンジョンのコンプリートです。
0x00e24244;闘技場のコンプリートです。
0x00e242a0;済
0x00e242a8;印
0x00e242b8;Ｔｉｐｓ表示
0x00e242c8;おまかせ成長設定
0x00e242e0;視点操作（縦）
0x00e242f0;視点操作（横）
0x00e24300;主観モード視点操作（縦）
0x00e24320;主観モード視点操作（横）
0x00e24340;ミニマップ表示
0x00e24350;ミニマップ表示（上方向）
0x00e24370;字幕設定
0x00e24380;用語強調表示設定
0x00e24398;あらすじ設定
0x00e243a8;装備武器イベント内変更表示
0x00e243c8;あらすじのナレーションボイス
0x00e243e8;画面の明度調整
0x00e243f8;画面の階調調整
0x00e24408;２Ｄ表示位置調整
0x00e24420;フォント設定
0x00e24430;ライブ配信
0x00e24440;難易度設定
0x00e244a0;Ｔｉｐｓの表示量を選択できます。[n]「少なめ」だと必要最低限の情報以外は表示されなくなります。[n]龍が如くシリーズ初プレイの方には「多め」をお勧めします。
0x00e24538;フリーカメラの縦方向の操作設定です。[n]「順」で右スティックを倒した方向に動きます。[n]
0x00e24590;フリーカメラの横方向の操作設定です。[n]「順」で右スティックを倒した方向に動きます。[n]
0x00e245e8;主観モードの縦方向の操作設定です。[n]「順」で右スティックを倒した方向に動きます。[n]
0x00e24640;主観モードの横方向の操作設定です。[n]「順」で右スティックを倒した方向に動きます。[n]
0x00e24698;画面左下に表示されるミニマップのあり／なし設定です。
0x00e246d0;画面左下に表示されるミニマップの設定です。[n]「固定」で地図の上方向が固定、「正面」でカメラの向きに追従します。
0x00e24740;イベントシーンの字幕のあり／なし設定です。
0x00e24770;字引き対象の用語を強調表示するかどうかの設定です。
0x00e247a8;次の章へ行く前に前章のあらすじを[n]再生する／しない設定です。
0x00e247e8;主人公の装備武器が特殊な形状をしていた場合でも[n]イベントシーン内でそのまま表示するかの[n]する／しない設定です。
0x00e24858;あらすじのナレーションボイスを変更することができます。
0x00e24890;カーソルをスライドさせることで、[n]画面の明度を調整できます。
0x00e248d0;カーソルをスライドさせることで、[n]画面の階調を調整できます。
0x00e24910;ゲーム中に使用される書体を変更できます。[n]「自動」で映像出力方式に適したフォントが表示されます。[n]
0x00e24978;難易度を選択できます。
0x00e24994;インターフェース表示位置を決定してください
0x00e249cc;順
0x00e249d4;逆
0x00e249e8;固定
0x00e249f0;正面
0x00e24a04;あり
0x00e24a18;自動
0x00e24a20;明朝体
0x00e24a28;ゴシック体
0x00e24a50;少なめ
0x00e24a58;多め
0x00e24a70;本編の設定
0x00e24a80;松原忠治
0x00e24a90;井上源三郎
0x00e24aa0;原田左之助
0x00e24ab0;岡田以蔵
0x00e24ac0;中岡慎太郎
0x00e24ad0;お登勢
0x00e24ad8;佐々木只三郎
0x00e24ae8;幾松
0x00e24b2c;<Sign:D>入力を行うと、詳細説明が表示されます。
0x00e24b64;<Sign:C>入力を行うと、詳細説明表示を閉じます。[n]方向キーや左スティックの左右を入力することで、[n]説明表示内容の変更ができます。
0x00e24bec;再挑戦
0x00e24bf4;ロードして再挑戦
0x00e24c0c;直前のチェックポイントから再挑戦
0x00e24c34;ゲームを終了する
0x00e24c4c;メインメニューに戻る
0x00e24c64;究極闘技メニューに戻る
0x00e24c98;ル
0x00e24ca4;？
0x00e24cb4;術
0x00e24cb8;術
0x00e24cc4;術
0x00e24ccc;登録ネットショップ
0x00e24ce4;未開封の手紙
0x00e24cf4;%d/%d店
0x00e24cfc;%d通
0x00e24d18;部
0x00e24d1c;部
0x00e24d28;部
0x00e24d2c;部
0x00e24d30;部
0x00e24d34;部
0x00e24d3c;コンプリート達成率
0x00e24d60;街の噂
0x00e24d68;%d項目
0x00e24d84;体力
0x00e24d8c;闘気
0x00e24d94;格闘攻撃力
0x00e24da4;一刀攻撃力
0x00e24db4;短銃攻撃力
0x00e24dc4;乱舞攻撃力
0x00e24dd8;格闘の魂球
0x00e24de8;一刀の魂球
0x00e24df8;短銃の魂球
0x00e24e08;乱舞の魂球
0x00e24e18;修練の魂球
0x00e24e40;%sと入れ替えを行いますか？
0x00e24e68;あ
0x00e24e70;さ
0x00e24e78;た
0x00e24e80;ま
0x00e24e88;ら
0x00e24e90;わ
0x00e24ec4;達成項目数
0x00e24ed4;達成済み
0x00e24efc;人物解説
0x00e24f0c;用語解説
0x00e24f2c;野盗の洞窟
0x00e24f3c;義賊の廃鉱
0x00e24f4c;豊臣家残党
0x00e24f6c;農業
0x00e24f78;料理
0x00e24f80;行商
0x00e24f88;ペット
0x00e24f90;遥との交流
0x00e24fbc;累計取引金額
0x00e24fd4;プレイ時間
0x00e24fec;育成可能野菜数
0x00e24ffc;釣った魚の種類
0x00e2500c;料理できたレシピ数
0x00e25024;成約取引数
0x00e25048;ロード
0x00e25050;設定
0x00e25058;タイトルに戻る
0x00e2507c;初期設備
0x00e2508c;豪華
0x00e25094;超豪華
0x00e250b0;不便
0x00e250b8;料理好き
0x00e250c8;万能
0x00e250e4;伍長能力
0x00e250f4;隊士能力
0x00e25110;屯所に戻る
0x00e25128;必要素材情報
0x00e25138;必要数
0x00e25140;所持数
0x00e25148;鍛錬素材
0x00e25158;格上げ素材
0x00e25168;作成可能武具と素材
0x00e2519c;累計取引金額が１００両以上で達成です。
0x00e251cc;「%s」の封印が解かれました。
0x00e251f4;全てのペットを飼って、世話をしてやると達成です。
0x00e25234;全ての種類の魚を釣れば達成です。
0x00e25264;特殊
0x00e2526c;防具
0x00e2528c;<Sign:1>表示切替 <Sign:D>決定 <Sign:C>戻る
0x00e252c4;攻撃力 %d
0x00e252dc;防御力 %d
0x00e252f4;無料
0x00e25314;<Sign:C>視線リセット
0x00e2532c;<Sign:29>視線移動
0x00e25358;送り先も一杯です。捨ててもよろしいですか？
0x00e25390;%s を捨てました
0x00e253b4;（与えられそうなものを持っていないな……）
0x00e253ec;（何か精がつくものでもやろうか……）
0x00e2541c;本当に与えても良いですか？
0x00e25444;（食えそうなものを持っていないな……）
0x00e25474;（何を食おうか……）
0x00e25494;本当に食べても良いですか？
0x00e254bc;能力使用
0x00e254d4;部隊の編成を行います。
0x00e254ec;部隊を率いて出兵します。
0x00e2550c;お金で募兵します。
0x00e25524;所持品の変更をします。
0x00e2553c;遊び方の説明を見ることができます。
0x00e25564;バトルダンジョンを終了します。
0x00e255a0;入れ替え
0x00e255b0;強化合成
0x00e255c0;転生
0x00e255c8;部隊から外す
0x00e255d8;除籍
0x00e255fc;１０両
0x00e25604;５両
0x00e2560c;１両
0x00e25614;５０００文
0x00e25644;%s使って募兵します。
0x00e25664;これ以上隊士を保有できません。
0x00e2568c;部隊を選択してください。
0x00e256b4;隊士を選択してください。
0x00e256dc;入れ替えたい隊士を選択してください。
0x00e2570c;隊士を入れ替えます。
0x00e25724;隊士の強化を行います。
0x00e2573c;隊士の要望を聞いて、更なる進化をさせます。
0x00e2576c;部隊から外します。
0x00e25784;メニューを閉じます。
0x00e2579c;隊士を除籍します。
0x00e257d0;この隊士を三番隊に加えますか？
0x00e257f8;　　たび重なる任務失敗で、隊長への不満を募らせているようです。
0x00e25838;　　やや忠誠心に欠ける所があり、隊長の能力に不満を持っているようです。
0x00e25880;　　前向きに任務に取り組む忠誠心を持ち、頑張っているようです。
0x00e258c0;　　忠誠心に満ち、次の任務を楽しみにしているようです。
0x00e258f8;　　隊長への忠誠心に満ち溢れ、次の任務を心待ちにしているようです。
0x00e25964;出兵先を選択してください。
0x00e2598c;任務を選択してください。
0x00e259b4;一覧を見る
0x00e259cc;出兵先情報を見る
0x00e259ec;強化合成開始
0x00e25a04;強化合成を開始しますか？
0x00e25a2c;あと<Color:5>%d人<Color:Default>選択することができます。
0x00e25a74;隊士一覧
0x00e25a8c;詳細を見たい隊士を選択してください。
0x00e25abc;。
0x00e25ac8;これ以上隊士を保有できないため、[n]入隊希望者を受け付けませんでした
0x00e25b18;？？？
0x00e25b28;戦果報告を終了する
0x00e25b48;体力追加
0x00e25b60;忠誠心が%s増えました。　
0x00e25b80;忠誠心が%s減りました。　
0x00e25bac;経験値を%s取得しました。　
0x00e25bd4;体力が%sから%sに増加しました。　
0x00e25c04;充填速度が%sから%sに増加しました。　
0x00e25c34;能力練度が%s上がりました。　
0x00e25c5c;さらなる成長をするために、希少度が%s以上の%sを欲しがっています。　
0x00e25cac;さらなる成長をするために、%sを欲しがっています。　
0x00e25cec;この隊士は脱走中です。行方不明ですが、京のどこかに身を潜めているようです。
0x00e25d44;伍長がいないため出兵できません
0x00e25d64;この任務は攻撃隊士以外は出兵できません
0x00e25d8c;この任務は守備隊士以外は出兵できません
0x00e25db4;この任務は衛生隊士以外は出兵できません
0x00e25ddc;この任務は刀隊士以外は出兵できません
0x00e25e04;この任務は槍隊士以外は出兵できません
0x00e25e2c;この任務は銃隊士以外は出兵できません
0x00e25e74;？？？？？？
0x00e25e8c;隊士獲得状況
0x00e25ea8;隊士を同行させて任務を開始した場合、[n]画面右側に同行した隊士が表示されます。
0x00e25ef8;任務開始時に隊士たちの体力の合計値に応じて[n]斎藤隊長に体力が加算されます。
0x00e25f48;野盗は強者ぞろいです。[n]返り討ちにならないように、がんばりましょう。
0x00e25f90;隊士の能力は上図の充填ゲージが満タンになると[n]<Sign:7>+方向キーで使用できます。
0x00e25fe0;充填速度は、隊士の充填速度と[n]斎藤隊長の戦い方の結果で決まります。[n]隊士を成長させることはもちろん、[n]上手な戦い方をすることで隊士の士気が高まり[n]能力を使用するまでの時間を短縮できます。
0x00e26098;それでは早速[n]<Sign:7>+<Sign:43>で成田五郎の[n]隊士能力を使用してみましょう。
0x00e260e8;いま、成田五郎の能力が発動しました。[n]この能力は「体力を回復する」効果が[n]あるので、一定時間その恩恵を受けられます。
0x00e26160;この能力効果の残り時間は、画面右にある[n]隊士の充填ゲージで確認することができます。[n]充填されたゲージが無くなったら、効果終了です。
0x00e261e8;能力の発動を自動的に行うように隊士に指示する[n]事もできますが、どうしますか？[n][n] <Sign:D>隊士にまかせる    <Sign:C>自分で発動する
0x00e26268;この設定は、受付から変更できるので、[n]変えたくなったら受付に話しかけて下さい。
0x00e262b8;それでは、引き続き敵を倒しながら[n]先へ進みましょう。
0x00e262f0;扉の中には、開くための仕掛けがある扉があります。[n]先へ進むためには、その仕掛けを見つけて[n]扉を開けましょう。
0x00e26360;扉の先には、進むべき道や、[n]武器を鍛えるために必要な素材や高価な品物が[n]入った箱が置いてあることもあります。
0x00e263d0;手に入れた素材や品物は隊長の物になるので、[n]扉は積極的に開けていきましょう。
0x00e26420;これで基本的な教習は終了となります。[n]この洞窟の親玉を見つけ出して、殲滅して下さい。
0x00e264b4;教習�　随伴隊士
0x00e264cc;教習�　隊士の恩恵
0x00e264e4;教習�　敵は強者ぞろい
0x00e264fc;教習�　能力の使用
0x00e26514;教習�　能力の発動
0x00e2652c;教習�　能力の効果時間
0x00e26544;教習�　おまかせ能力発動
0x00e26564;教習�　討伐
0x00e26574;教習�　仕掛け
0x00e26584;教習　終了
0x00e2660c;防御
0x00e26614;衛生
0x00e2661c;応援
0x00e26624;支援
0x00e26644;度重なる任務失敗によって忠誠心がなくなり[n]脱走した隊士がいるようです
0x00e26690;武器を与えて転生させますが[n]よろしいですか？
0x00e266c4;おまかせ能力を有効にしますか？
0x00e266ec;部隊から外します。よろしいですか？
0x00e26714;除籍します。よろしいですか？
0x00e26740;頭巾の男
0x00e2676c;部隊一覧
0x00e26784;能力詳細
0x00e2679c;転生に必要な武器がありません
0x00e267c4;隊士名簿
0x00e267dc;隊士概要
0x00e267f4;槍
0x00e2680c;最初からゲームを始めます。<Color:5>『龍が如く 維新！ 無料アプリ for PlayStationVita』の[n]データを引き継ぐには「ダウンロード」したデータを「続きから」で選択してください。<Color:Default>
0x00e268cc;セーブした続きからゲームを始めます。
0x00e268f4;『龍が如く 維新！ 無料アプリ for PlayStationVita』[n]または PlayStation4版と進行状況を共有します。
0x00e2695c;麻雀、将棋、こいこい、おいちょかぶ、ポーカーの[n]５種類のミニゲームをネットワーク対戦で遊べます。
0x00e269bc;メインストーリーのシナリオに関係なく[n]自由に幕末の世界を探索できます。
0x00e26a04;闘いを極めし者だけが挑戦できるモードです。[n]全ての闘いを制覇すると、珍しい道具が手に入ります。
0x00e26a64;ネットワークに関する情報を確認できます。            
0x00e26a9c;一度観たイベントシーンを鑑賞できます。
0x00e26ac4;各種設定項目を変更できます。[n]
0x00e26b10;PlayStation3側のセーブデータを[n]ネットワーク上に保存します。
0x00e26b50;PlayStation4側のセーブデータを[n]ネットワーク上に保存します。
0x00e26b90;PlayStationVita側のセーブデータを[n]ネットワーク上に保存します。
0x00e26bd0;ネットワーク上に保存されたセーブデータを[n]ダウンロードして、進行状況を共有します。
0x00e26c4c;。
0x00e26c58;PlayStationPlusに加入していません。[n]メインメニュー画面へ戻ります。
0x00e26ca4;PlayStationPlusの認証中に[n]通信エラーが発生しました。[n]メインメニュー画面へ戻ります。
0x00e26d0c;クリアデータ使用で最初から
0x00e26d2c;クリアデータを使わず最初から
0x00e26d58;クリアデータの能力、アイテム、所持金を引き継いで                     [n]新たに最初からゲームを始めます。                     
0x00e26dd8;クリアデータは使わずに、完全な初期状態で[n]新たに最初からゲームを始めます。
0x00e26e38;達人級
0x00e26e54;アクションゲームが苦手な方や、[n]「龍が如く」シリーズ初心者の方におすすめです。
0x00e26ea4;標準的な難易度です。
0x00e26ebc;アクションに自信のある方におすすめです。
0x00e26eec;ゲームオーバー時に再挑戦できません。[n]このゲームを極めたい方のみ挑戦してください。[n]
0x00e26f58;アップロード
0x00e26f68;ダウンロード
0x00e26f90;クリアデータ使用で始める
0x00e26fb0;クリアデータを使わず始める
0x00e26fdc;クリアデータの全要素を引き継いだ状態で                     [n]シナリオに関係なく、自由に世界を探索できます。                     
0x00e2705c;完全な初期状態からゲームを始めます。                     [n]シナリオに関係なく、自由に世界を探索できます。                     
0x00e270ec;歴
0x00e270f0;ダウンロード履歴
0x00e27120;成果一覧
0x00e27140;完全達成
0x00e27158;体
0x00e27164;プレイ中の難易度
0x00e2717c;コンティニュー回数
0x00e27194;クリア時のレベル
0x00e271ac;精進目録達成数
0x00e271bc;獲得隊士カード数
0x00e271d4;コンプリートトータル
0x00e2720c;%sを手に入れた。
0x00e27224;%sを入手できるようになりました。
0x00e27260; クリア後モードとして、[n][n]幕末漫遊[n]究極闘技[n][n]がメニューに追加されました。
0x00e272b0;難易度設定に達人級が追加されました。
0x00e272e4;「クリアデータ使用で最初から」または、[n]「幕末漫遊」でゲームを開始すると[n]「占いの店　ナオミの館」で受け取ることができます。
0x00e27364;「クリアデータ使用で最初から」または、「幕末漫遊」でゲームを開始すると[n]寺田屋にいる宇都宮から「%s」を入手することができます。
0x00e273f0;%s　%sが選べるようになりました。
0x00e27420;最強
0x00e27428;最弱
0x00e2743c;ＮＥＴＷＯＲＫサービスについて
0x00e2745c;手動アップデート
0x00e27484;ー
0x00e2748c;ワイヤレスコントローラを２個接続してください
0x00e274c4;ネットワークを使用することで利用できるコンテンツについて確認できます。
0x00e2750c;追加されたコンテンツの情報を確認できます。
0x00e2753c;ネットワークに接続されている本体は自動アップデー[n]ト致しますが、途中切断された等、失敗した場合に、[n]こちらから手動でアップデートを行うことができます。
0x00e275f4;<Sign:D>同意する
0x00e2760c;<Sign:C>同意しない
0x00e27630;択
0x00e2763c;ド
0x00e2764c;。
0x00e27660;。
0x00e2769c;。
0x00e276c8;グ
0x00e276cc;グ
0x00e276d4;。
0x00e276dc;。
0x00e276e8;。
0x00e276f8;。
0x00e27700;る
0x00e27710;オンラインで遊ぶ
0x00e27728;１人で遊ぶ
0x00e27744;麻雀、こいこい、おいちょかぶ、ポーカー、将棋[n]５種類のミニゲームをオンライン対戦で遊びます。
0x00e277a4;麻雀、こいこい、おいちょかぶ、ポーカー、将棋[n]５種類のミニゲームを１人だけで遊びます。
0x00e2781c;麻雀牌を使い、順番に牌を引いていき[n]役作りの早さと役の強さで勝負します。
0x00e27864;将棋駒を使い、交互に手駒を動かして[n]どちらが先に相手の王将を取るかで勝負します。
0x00e278b4;花札を使い、絵合わせを行って役を作っていき[n]勝負します。
0x00e278ec;株札または花札を使い、手札が２〜３枚配られて[n]その合計数値の下一桁で勝負します。
0x00e2793c;異国の遊び札を使い、５枚の札の組み合わせを考えて[n]役の強さで勝負します。
0x00e27998;高賭け点
0x00e279a8;低賭け点
0x00e279c4;一勝負
0x00e279d4;賭け点２５０点を点棒２５０００点と交換して遊びます。
0x00e27a0c;賭け点２５点を点棒２５０００点と交換して遊びます。
0x00e27a44;賭け点が足りないので遊べません。[n]２５０点以上貯めてください。
0x00e27a84;賭け点が足りないので遊べません。[n]２５点以上貯めてください。
0x00e27ad4;一勝負５点で遊べます。
0x00e27af8;オンライン対戦のこいこいは３回勝負になります。[n]対戦相手との得点差×１００点がやり取りされます。[n]高賭け点で遊ぶには、最低２０００点必要です。
0x00e27b88;オンライン対戦のこいこいは３回勝負になります。[n]対戦相手との得点差×１０点がやり取りされます。[n]低賭け点で遊ぶには、最低２００点必要です。
0x00e27c2c;オンライン対戦のおいちょかぶは４回勝負になります。[n]一度に賭けられる賭け点の上限は１０００点までです。[n]高賭け点で遊ぶには、最低４０００点必要です。
0x00e27cc4;オンライン対戦のおいちょかぶは４回勝負になります。[n]一度に賭けられる賭け点の上限は１００点までです。[n]低賭け点で遊ぶには、最低４００点必要です。
0x00e27d54;賭け点が足りないので遊べません。[n]４０００点以上貯めてください。
0x00e27d94;賭け点が足りないので遊べません。[n]４００点以上貯めてください。
0x00e27de8;高賭け点で遊ぶには、最低４０００点必要です。[n]テキサスホールデムで遊び、最低ＢＥＴ数は[n]１〜２ラウンドが５０点、３〜４ラウンドが１００点です。
0x00e27e78;低賭け点で遊ぶには、最低４００点必要です。[n]テキサスホールデムで遊び、最低ＢＥＴ数は[n]１〜２ラウンドが５点、３〜４ラウンドが１０点です。
0x00e27f14;一度に賭けられる賭け点の上限は１０００点までです。[n]高賭け点で遊ぶには、最低１０００点必要です。
0x00e27f74;一度に賭けられる賭け点の上限は１００点までです。[n]低賭け点で遊ぶには、最低１００点必要です。
0x00e27fe4;高賭け点で遊ぶには、最低１０００点必要です。
0x00e28014;低賭け点で遊ぶには、最低１００点必要です。
0x00e280dc;所
0x00e280e4;ド
0x00e280f0;賭け点交換
0x00e28100;お金で購入
0x00e2811c;賭け点をお持ちでしたら、[n]いろいろな景品、またはお金と交換しまっせ。
0x00e28164;お金をお持ちでしたら、[n]いろいろな景品、または賭け点と交換しまっせ。
0x00e281b4;サーバーからセーブデータをダウンロードして、[n]PlayStation3、またはPlayStation4と[n]PlayStationVita間で、進行状況を共有します。[n]アップロードとダウンロードは同じオンラインIDで[n]「PSN」にサインインしてください。[n][n]<Color:5>サーバーからダウンロードしたセーブデータを保存すると[n]ストーリーの進行状況やクリア状況は、[n]ダウンロードしたセーブデータのものに上書きされます。[n][n]ゲームをクリアした後であっても、[n]サーバーからダウンロードしたセーブデータが[n]ゲームクリア前の状態の場合、ストーリー進行や[n]クリア状況などが過去に戻り、やり直しになるため[n]セーブデータの新旧には十分ご注意ください。
0x00e283fc;セーブデータをサーバーへアップロードして、[n]PlayStation3、またはPlayStation4と[n]PlayStationVita間で、進行状況を共有します。[n]アップロードとダウンロードは同じオンラインIDで[n]「PSN」にサインインしてください。
0x00e284d4;総プレイ時間
0x00e284e4;レベル
0x00e284ec;経験値
0x00e284f4;解決した任務数
0x00e28504;隊士カード数
0x00e28514;栽培した作物の種類
0x00e2852c;釣り上げた魚の種類
0x00e28544;完成済みの料理品数
0x00e2855c;納品済みの品物数
0x00e285d0;ペアレンタルロックが設定されているため[n]オンラインサービスを利用できません。
0x00e28624;アイテムなし
0x00e2863c;%2d位
0x00e28644;%4d点
0x00e28654;%8d個
0x00e2865c;%d両%04d文
0x00e2866c;%2d勝
0x00e28674;%2d連勝
0x00e2867c;%3.2f倍
0x00e2869c;%d連撃
0x00e286a4;%d人撃破
0x00e286b4;%3d回
0x00e286bc;%4d人
0x00e286c4;%3d戦%3d勝%3d敗
0x00e286d4;勝率%3d％
0x00e286e4;%4d文
0x00e286ec;×%d倍
0x00e286f4;%d万%04d個
0x00e28704;%d戦%3d勝%3d敗
0x00e28768;獲得闘玉
0x00e28778;獲得賞金
0x00e28794;%3d人中%3d人撃破
0x00e287b4;%2d戦%2d勝%2d敗
0x00e287c8;特別報酬
0x00e287d8;番付得点合計
0x00e287e8;踏破時間
0x00e287f8;残り体力
0x00e28808;撃破人数
0x00e28818;最終評価
0x00e28828;基本報酬
0x00e28838;連勝ボーナス
0x00e28870;辻斬り侍
0x00e28880;剣豪
0x00e288c0;詳細を見る
0x00e288d8;参加回数
0x00e288e8;順位点
0x00e288f0;斬った人数
0x00e28900;達成回数
0x00e28910;総合戦績
0x00e28920;頂点の座　死守回数
0x00e28938;武器王座決定戦優勝回数
0x00e28970;参加者
0x00e28980;一回戦
0x00e28988;二回戦
0x00e28990;三回戦
0x00e28998;四回戦
0x00e289a0;五回戦
0x00e289c0;京にいる強者達が集まり[n]「強者の宴」が解放されました
0x00e28a08;新入り配信者
0x00e28a18;駆け出し配信者
0x00e28a28;中堅配信者
0x00e28a38;人気配信者
0x00e28a48;豪傑の配信者
0x00e28a58;百戦錬磨の配信者
0x00e28a70;一騎当千の配信者
0x00e28a88;天下の配信者
0x00e28a98;究極の配信者
0x00e28aa8;伝説の配信者
0x00e28ae4;血に飢えた猛者たちが集まる闘技の場[n]戦いに飢えた者達はこちらへ！
0x00e28b24;闘玉を各種商品と交換することができます。
0x00e28b54;闘技場に出場している猛者たちの情報を見ることができます。
0x00e28b94;闘技場４つの掟です。
0x00e28bc0;五人との勝ち抜き戦を行います。[n]連勝するたびに獲得できる闘玉と賞金が増えます。
0x00e28c10;鍛えぬいた体とたった一つの武器を持って、迫りくる百人の刺客を撃退せよ！　[n]目指せ、百人斬りの称号！！
0x00e28c80;闘技場に訪れた者がまず初めに挑戦する闘い。[n]賞金　三百文　　闘玉　五十個
0x00e28cc8;洗礼を終えた者が己の技や武器を試す、試練の闘い。[n]賞金　三百文　　闘玉　五十個
0x00e28d18;独自の武器を持った者たちの闘い。　鬼の面を被った男に注意せよ。[n]賞金　千文　　闘玉　二百個
0x00e28d78;武器を持たない者たちが集まった闘い。　顔に痣がある男に注意せよ。[n]賞金　二千五百文　　闘玉　百個
0x00e28dd8;刀に狂った者たちの宴。　大太刀の一撃に注意せよ。[n]賞金　二千文　　闘玉　二百個
0x00e28e28;銃を極めた者たちが集う宴。　属性弾を撃つ者たちに注意せよ。[n]賞金　二千文　　闘玉　二百個
0x00e28e80;京にいる猛者たちが集まった、最強を決める闘い。[n]賞金　五千文　　闘玉　三百個　[n]※京にいる猛者たちと出会うと解放されます。
0x00e28f00;京にいる猛者たちが集まった、最強を決める闘い。[n]賞金　五千文　　闘玉　三百個
0x00e28f70;百人斬りに挑戦する武器を選択してください。
0x00e28fb8;経験値%s
0x00e28fd0;闘技場ポイント%s
0x00e28ff0;洗礼の間
0x00e29000;試練の間
0x00e29010;我流武器戦
0x00e29020;無手組戦
0x00e29030;狂剣の宴
0x00e29040;銃撃の宴
0x00e29050;強者の宴
0x00e29080;名前
0x00e29088;型
0x00e29094;素材
0x00e2909c;情報
0x00e290bc;試合を始めますか？
0x00e290d4;試合を開始する
0x00e290e4;次の試合へ
0x00e2a2cc;ｸｭ
0x00e2a2d8;ｸｭ
0x00e2a33c;笘
0x00e2a530;通常
0x00e2a538;農作
0x00e2a540;魚
0x00e2a54c;武器(剣)
0x00e2a55c;武器(特)
0x00e2a56c;武器(銃)
0x00e2a57c;武器(弾)
0x00e2a58c;防具(頭)
0x00e2a59c;防具(胴)
0x00e2a5ac;防具(腕)
0x00e2a5bc;重要
0x00e2a5f8;弾
0x00e2a5fc;特
0x00e2a600;銃
0x00e2a604;刀
0x00e2a608;んんんんんんんんを
0x00e2a620;んんんんんんんんん
0x00e2a638;手
0x00e2a640;胴
0x00e2a648;飾
0x00e2a6e4;腕
0x00e2a6e8;頭
