0x00e19c78;え
0x00e23b00;で選択中の武具の強化素材を確認することができます。
0x00e23b4c;基本操作
0x00e23b5c;特殊技
0x00e23b64;格闘の型
0x00e23b74;一刀の型
0x00e23b84;乱舞の型
0x00e23b94;短銃の型
0x00e23bdc;現在は習得できません。
0x00e23bfc;持ち物を使用出来ませんでした。
0x00e23c1c;装填出来ませんでした。
0x00e23c34;持ち物を捨てる事が出来ませんでした。
0x00e23c60;受信メール
0x00e23c78;メール
0x00e23c88;飲食店
0x00e23c90;販売店
0x00e23c98;プレイスポット
0x00e23ca8;シナリオ
0x00e23cb8;修行
0x00e23cc0;設定した目的地
0x00e23cd4;うどん屋
0x00e23ce4;蕎麦屋
0x00e23cec;たこ焼き屋
0x00e23cfc;はなこ
0x00e23d04;居酒屋
0x00e23d0c;茶屋
0x00e23d14;魚屋
0x00e23d1c;釜飯屋
0x00e23d24;飯屋1
0x00e23d2c;飯屋2
0x00e23d34;八百屋
0x00e23d3c;神社1
0x00e23d44;神社2
0x00e23d4c;師匠2
0x00e23d54;師匠1
0x00e23d5c;砲丸
0x00e23da8;ト
0x00e23dac;屋
0x00e23db0;ー
0x00e23db4;師匠
0x00e23dc4;ル
0x00e23dd4;。
0x00e23ddc;。
0x00e23df4;マップがありません
0x00e23e14;。
0x00e23e1c;釣り竿
0x00e23e24;養鶏所
0x00e23e2c;猫の布団
0x00e23e3c;犬小屋レベル
0x00e23e4c;調理器具
0x00e23e5c;内装
0x00e23ec0;－
0x00e23ec8;日
0x00e23ed0;型
0x00e23ed8;の
0x00e23ee0;の
0x00e23ef0;額
0x00e23f00;勝
0x00e23f28;済
0x00e23f2c;済
0x00e23f30;得
0x00e23f54;ミニゲーム
0x00e23f64;食事
0x00e23f6c;武器・防具
0x00e23f7c;お尋ね者
0x00e23f8c;バトルダンジョン
0x00e23fa4;場
0x00e23fd4;サブストーリーのコンプリートです。[n]
0x00e23ffc;ミニゲームのコンプリートです。[n]各ミニゲームの達成状況を確認できます。
0x00e24044;アナザーライフのコンプリートです。
0x00e2406c;食事のコンプリートです。[n]全ての飲食系店舗メニューを制覇すると達成です。
0x00e240b4;ヒートアクションのコンプリートです。[n]全てのヒートアクションを発動させると達成です。 
0x00e2410c;武器・防具のコンプリートです。
0x00e2412c;師匠のコンプリートです。[n]各師匠のミッション・修行を全て完了すると達成です。
0x00e2417c;お尋ね者のコンプリートです。[n]
0x00e2419c;バトルダンジョンのコンプリートです。
0x00e241c4;闘技場のコンプリートです。
0x00e24220;済
0x00e24228;印
0x00e24238;Ｔｉｐｓ表示
0x00e24248;おまかせ成長設定
0x00e24260;視点操作（縦）
0x00e24270;視点操作（横）
0x00e24280;主観モード視点操作（縦）
0x00e242a0;主観モード視点操作（横）
0x00e242c0;ミニマップ表示
0x00e242d0;ミニマップ表示（上方向）
0x00e242f0;字幕設定
0x00e24300;用語強調表示設定
0x00e24318;あらすじ設定
0x00e24328;装備武器イベント内変更表示
0x00e24348;あらすじのナレーションボイス
0x00e24368;画面の明度調整
0x00e24378;画面の階調調整
0x00e24388;２Ｄ表示位置調整
0x00e243a0;フォント設定
0x00e243b0;ライブ配信
0x00e243c0;難易度設定
0x00e24420;Ｔｉｐｓの表示量を選択できます。[n]「少なめ」だと必要最低限の情報以外は表示されなくなります。[n]龍が如くシリーズ初プレイの方には「多め」をお勧めします。
0x00e244b8;フリーカメラの縦方向の操作設定です。[n]「順」で右スティックを倒した方向に動きます。[n]
0x00e24510;フリーカメラの横方向の操作設定です。[n]「順」で右スティックを倒した方向に動きます。[n]
0x00e24568;主観モードの縦方向の操作設定です。[n]「順」で右スティックを倒した方向に動きます。[n]
0x00e245c0;主観モードの横方向の操作設定です。[n]「順」で右スティックを倒した方向に動きます。[n]
0x00e24618;画面左下に表示されるミニマップのあり／なし設定です。
0x00e24650;画面左下に表示されるミニマップの設定です。[n]「固定」で地図の上方向が固定、「正面」でカメラの向きに追従します。
0x00e246c0;イベントシーンの字幕のあり／なし設定です。
0x00e246f0;字引き対象の用語を強調表示するかどうかの設定です。
0x00e24728;次の章へ行く前に前章のあらすじを[n]再生する／しない設定です。
0x00e24768;主人公の装備武器が特殊な形状をしていた場合でも[n]イベントシーン内でそのまま表示するかの[n]する／しない設定です。
0x00e247d8;あらすじのナレーションボイスを変更することができます。
0x00e24810;カーソルをスライドさせることで、[n]画面の明度を調整できます。
0x00e24850;カーソルをスライドさせることで、[n]画面の階調を調整できます。
0x00e24890;ゲーム中に使用される書体を変更できます。[n]「自動」で映像出力方式に適したフォントが表示されます。[n]
0x00e248f8;難易度を選択できます。
0x00e24914;インターフェース表示位置を決定してください
0x00e2494c;順
0x00e24954;逆
0x00e24968;固定
0x00e24970;正面
0x00e24984;あり
0x00e24998;自動
0x00e249a0;明朝体
0x00e249a8;ゴシック体
0x00e249d0;少なめ
0x00e249d8;多め
0x00e249f0;本編の設定
0x00e24a00;松原忠治
0x00e24a10;井上源三郎
0x00e24a20;原田左之助
0x00e24a30;岡田以蔵
0x00e24a40;中岡慎太郎
0x00e24a50;お登勢
0x00e24a58;佐々木只三郎
0x00e24a68;幾松
0x00e24aac;<Sign:D>入力を行うと、詳細説明が表示されます。
0x00e24ae4;<Sign:C>入力を行うと、詳細説明表示を閉じます。[n]方向キーや左スティックの左右を入力することで、[n]説明表示内容の変更ができます。
0x00e24b6c;再挑戦
0x00e24b74;ロードして再挑戦
0x00e24b8c;直前のチェックポイントから再挑戦
0x00e24bb4;ゲームを終了する
0x00e24bcc;メインメニューに戻る
0x00e24be4;究極闘技メニューに戻る
0x00e24c18;ル
0x00e24c24;？
0x00e24c34;術
0x00e24c38;術
0x00e24c44;術
0x00e24c4c;登録ネットショップ
0x00e24c64;未開封の手紙
0x00e24c74;%d/%d店
0x00e24c7c;%d通
0x00e24c98;部
0x00e24c9c;部
0x00e24ca8;部
0x00e24cac;部
0x00e24cb0;部
0x00e24cb4;部
0x00e24cbc;コンプリート達成率
0x00e24ce0;街の噂
0x00e24ce8;%d項目
0x00e24d04;体力
0x00e24d0c;闘気
0x00e24d14;格闘攻撃力
0x00e24d24;一刀攻撃力
0x00e24d34;短銃攻撃力
0x00e24d44;乱舞攻撃力
0x00e24d58;格闘の魂球
0x00e24d68;一刀の魂球
0x00e24d78;短銃の魂球
0x00e24d88;乱舞の魂球
0x00e24d98;修練の魂球
0x00e24dc0;%sと入れ替えを行いますか？
0x00e24de8;あ
0x00e24df0;さ
0x00e24df8;た
0x00e24e00;ま
0x00e24e08;ら
0x00e24e10;わ
0x00e24e44;達成項目数
0x00e24e54;達成済み
0x00e24e7c;人物解説
0x00e24e8c;用語解説
0x00e24eac;野盗の洞窟
0x00e24ebc;義賊の廃鉱
0x00e24ecc;豊臣家残党
0x00e24eec;農業
0x00e24ef8;料理
0x00e24f00;行商
0x00e24f08;ペット
0x00e24f10;遥との交流
0x00e24f3c;累計取引金額
0x00e24f54;プレイ時間
0x00e24f6c;育成可能野菜数
0x00e24f7c;釣った魚の種類
0x00e24f8c;料理できたレシピ数
0x00e24fa4;成約取引数
0x00e24fc8;ロード
0x00e24fd0;設定
0x00e24fd8;タイトルに戻る
0x00e24ffc;初期設備
0x00e2500c;豪華
0x00e25014;超豪華
0x00e25030;不便
0x00e25038;料理好き
0x00e25048;万能
0x00e25064;伍長能力
0x00e25074;隊士能力
0x00e25090;屯所に戻る
0x00e250a8;必要素材情報
0x00e250b8;必要数
0x00e250c0;所持数
0x00e250c8;鍛錬素材
0x00e250d8;格上げ素材
0x00e250e8;作成可能武具と素材
0x00e2511c;累計取引金額が１００両以上で達成です。
0x00e2514c;「%s」の封印が解かれました。
0x00e25174;全てのペットを飼って、世話をしてやると達成です。
0x00e251b4;全ての種類の魚を釣れば達成です。
0x00e251e4;特殊
0x00e251ec;防具
0x00e2520c;<Sign:1>表示切替 <Sign:D>決定 <Sign:C>戻る
0x00e25244;攻撃力 %d
0x00e2525c;防御力 %d
0x00e25274;無料
0x00e25294;<Sign:C>視線リセット
0x00e252ac;<Sign:29>視線移動
0x00e252d8;送り先も一杯です。捨ててもよろしいですか？
0x00e25310;%s を捨てました
0x00e25334;（与えられそうなものを持っていないな……）
0x00e2536c;（何か精がつくものでもやろうか……）
0x00e2539c;本当に与えても良いですか？
0x00e253c4;（食えそうなものを持っていないな……）
0x00e253f4;（何を食おうか……）
0x00e25414;本当に食べても良いですか？
0x00e2543c;能力使用
0x00e25454;部隊の編成を行います。
0x00e2546c;部隊を率いて出兵します。
0x00e2548c;お金で募兵します。
0x00e254a4;所持品の変更をします。
0x00e254bc;遊び方の説明を見ることができます。
0x00e254e4;バトルダンジョンを終了します。
0x00e25520;入れ替え
0x00e25530;強化合成
0x00e25540;転生
0x00e25548;部隊から外す
0x00e25558;除籍
0x00e2557c;１０両
0x00e25584;５両
0x00e2558c;１両
0x00e25594;５０００文
0x00e255c4;%s使って募兵します。
0x00e255e4;これ以上隊士を保有できません。
0x00e2560c;部隊を選択してください。
0x00e25634;隊士を選択してください。
0x00e2565c;入れ替えたい隊士を選択してください。
0x00e2568c;隊士を入れ替えます。
0x00e256a4;隊士の強化を行います。
0x00e256bc;隊士の要望を聞いて、更なる進化をさせます。
0x00e256ec;部隊から外します。
0x00e25704;メニューを閉じます。
0x00e2571c;隊士を除籍します。
0x00e25750;この隊士を三番隊に加えますか？
0x00e25778;　　たび重なる任務失敗で、隊長への不満を募らせているようです。
0x00e257b8;　　やや忠誠心に欠ける所があり、隊長の能力に不満を持っているようです。
0x00e25800;　　前向きに任務に取り組む忠誠心を持ち、頑張っているようです。
0x00e25840;　　忠誠心に満ち、次の任務を楽しみにしているようです。
0x00e25878;　　隊長への忠誠心に満ち溢れ、次の任務を心待ちにしているようです。
0x00e258e4;出兵先を選択してください。
0x00e2590c;任務を選択してください。
0x00e25934;一覧を見る
0x00e2594c;出兵先情報を見る
0x00e2596c;強化合成開始
0x00e25984;強化合成を開始しますか？
0x00e259ac;あと<Color:5>%d人<Color:Default>選択することができます。
0x00e259f4;隊士一覧
0x00e25a0c;詳細を見たい隊士を選択してください。
0x00e25a3c;。
0x00e25a48;これ以上隊士を保有できないため、[n]入隊希望者を受け付けませんでした
0x00e25a98;？？？
0x00e25aa8;戦果報告を終了する
0x00e25ac8;体力追加
0x00e25ae0;忠誠心が%s増えました。　
0x00e25b00;忠誠心が%s減りました。　
0x00e25b2c;経験値を%s取得しました。　
0x00e25b54;体力が%sから%sに増加しました。　
0x00e25b84;充填速度が%sから%sに増加しました。　
0x00e25bb4;能力練度が%s上がりました。　
0x00e25bdc;さらなる成長をするために、希少度が%s以上の%sを欲しがっています。　
0x00e25c2c;さらなる成長をするために、%sを欲しがっています。　
0x00e25c6c;この隊士は脱走中です。行方不明ですが、京のどこかに身を潜めているようです。
0x00e25cc4;伍長がいないため出兵できません
0x00e25ce4;この任務は攻撃隊士以外は出兵できません
0x00e25d0c;この任務は守備隊士以外は出兵できません
0x00e25d34;この任務は衛生隊士以外は出兵できません
0x00e25d5c;この任務は刀隊士以外は出兵できません
0x00e25d84;この任務は槍隊士以外は出兵できません
0x00e25dac;この任務は銃隊士以外は出兵できません
0x00e25df4;？？？？？？
0x00e25e0c;隊士獲得状況
0x00e25e28;隊士を同行させて任務を開始した場合、[n]画面右側に同行した隊士が表示されます。
0x00e25e78;任務開始時に隊士たちの体力の合計値に応じて[n]斎藤隊長に体力が加算されます。
0x00e25ec8;野盗は強者ぞろいです。[n]返り討ちにならないように、がんばりましょう。
0x00e25f10;隊士の能力は上図の充填ゲージが満タンになると[n]<Sign:7>+方向キーで使用できます。
0x00e25f60;充填速度は、隊士の充填速度と[n]斎藤隊長の戦い方の結果で決まります。[n]隊士を成長させることはもちろん、[n]上手な戦い方をすることで隊士の士気が高まり[n]能力を使用するまでの時間を短縮できます。
0x00e26018;それでは早速[n]<Sign:7>+<Sign:43>で成田五郎の[n]隊士能力を使用してみましょう。
0x00e26068;いま、成田五郎の能力が発動しました。[n]この能力は「体力を回復する」効果が[n]あるので、一定時間その恩恵を受けられます。
0x00e260e0;この能力効果の残り時間は、画面右にある[n]隊士の充填ゲージで確認することができます。[n]充填されたゲージが無くなったら、効果終了です。
0x00e26168;能力の発動を自動的に行うように隊士に指示する[n]事もできますが、どうしますか？[n][n] <Sign:D>隊士にまかせる    <Sign:C>自分で発動する
0x00e261e8;この設定は、受付から変更できるので、[n]変えたくなったら受付に話しかけて下さい。
0x00e26238;それでは、引き続き敵を倒しながら[n]先へ進みましょう。
0x00e26270;扉の中には、開くための仕掛けがある扉があります。[n]先へ進むためには、その仕掛けを見つけて[n]扉を開けましょう。
0x00e262e0;扉の先には、進むべき道や、[n]武器を鍛えるために必要な素材や高価な品物が[n]入った箱が置いてあることもあります。
0x00e26350;手に入れた素材や品物は隊長の物になるので、[n]扉は積極的に開けていきましょう。
0x00e263a0;これで基本的な教習は終了となります。[n]この洞窟の親玉を見つけ出して、殲滅して下さい。
0x00e26434;教習�　随伴隊士
0x00e2644c;教習�　隊士の恩恵
0x00e26464;教習�　敵は強者ぞろい
0x00e2647c;教習�　能力の使用
0x00e26494;教習�　能力の発動
0x00e264ac;教習�　能力の効果時間
0x00e264c4;教習�　おまかせ能力発動
0x00e264e4;教習�　討伐
0x00e264f4;教習�　仕掛け
0x00e26504;教習　終了
0x00e2658c;防御
0x00e26594;衛生
0x00e2659c;応援
0x00e265a4;支援
0x00e265c4;度重なる任務失敗によって忠誠心がなくなり[n]脱走した隊士がいるようです
0x00e26610;武器を与えて転生させますが[n]よろしいですか？
0x00e26644;おまかせ能力を有効にしますか？
0x00e2666c;部隊から外します。よろしいですか？
0x00e26694;除籍します。よろしいですか？
0x00e266c0;頭巾の男
0x00e266ec;部隊一覧
0x00e26704;能力詳細
0x00e2671c;転生に必要な武器がありません
0x00e26744;隊士名簿
0x00e2675c;隊士概要
0x00e26774;槍
0x00e2678c;最初からゲームを始めます。<Color:5>『龍が如く 維新！ 無料アプリ for PlayStationVita』の[n]データを引き継ぐには「ダウンロード」したデータを「続きから」で選択してください。<Color:Default>
0x00e2684c;セーブした続きからゲームを始めます。
0x00e26874;『龍が如く 維新！ 無料アプリ for PlayStationVita』[n]または PlayStation4版と進行状況を共有します。
0x00e268dc;麻雀、将棋、こいこい、おいちょかぶ、ポーカーの[n]５種類のミニゲームをネットワーク対戦で遊べます。
0x00e2693c;メインストーリーのシナリオに関係なく[n]自由に幕末の世界を探索できます。
0x00e26984;闘いを極めし者だけが挑戦できるモードです。[n]全ての闘いを制覇すると、珍しい道具が手に入ります。
0x00e269e4;ネットワークに関する情報を確認できます。            
0x00e26a1c;一度観たイベントシーンを鑑賞できます。
0x00e26a44;各種設定項目を変更できます。[n]
0x00e26a90;PlayStation3側のセーブデータを[n]ネットワーク上に保存します。
0x00e26ad0;PlayStation4側のセーブデータを[n]ネットワーク上に保存します。
0x00e26b10;PlayStationVita側のセーブデータを[n]ネットワーク上に保存します。
0x00e26b50;ネットワーク上に保存されたセーブデータを[n]ダウンロードして、進行状況を共有します。
0x00e26bcc;。
0x00e26bd8;PlayStationPlusに加入していません。[n]メインメニュー画面へ戻ります。
0x00e26c24;PlayStationPlusの認証中に[n]通信エラーが発生しました。[n]メインメニュー画面へ戻ります。
0x00e26c8c;クリアデータ使用で最初から
0x00e26cac;クリアデータを使わず最初から
0x00e26cd8;クリアデータの能力、アイテム、所持金を引き継いで                     [n]新たに最初からゲームを始めます。                     
0x00e26d58;クリアデータは使わずに、完全な初期状態で[n]新たに最初からゲームを始めます。
0x00e26db8;達人級
0x00e26dd4;アクションゲームが苦手な方や、[n]「龍が如く」シリーズ初心者の方におすすめです。
0x00e26e24;標準的な難易度です。
0x00e26e3c;アクションに自信のある方におすすめです。
0x00e26e6c;ゲームオーバー時に再挑戦できません。[n]このゲームを極めたい方のみ挑戦してください。[n]
0x00e26ed8;アップロード
0x00e26ee8;ダウンロード
0x00e26f10;クリアデータ使用で始める
0x00e26f30;クリアデータを使わず始める
0x00e26f5c;クリアデータの全要素を引き継いだ状態で                     [n]シナリオに関係なく、自由に世界を探索できます。                     
0x00e26fdc;完全な初期状態からゲームを始めます。                     [n]シナリオに関係なく、自由に世界を探索できます。                     
0x00e2706c;歴
0x00e27070;ダウンロード履歴
0x00e270a0;成果一覧
0x00e270c0;完全達成
0x00e270d8;体
0x00e270e4;プレイ中の難易度
0x00e270fc;コンティニュー回数
0x00e27114;クリア時のレベル
0x00e2712c;精進目録達成数
0x00e2713c;獲得隊士カード数
0x00e27154;コンプリートトータル
0x00e2718c;%sを手に入れた。
0x00e271a4;%sを入手できるようになりました。
0x00e271e0; クリア後モードとして、[n][n]幕末漫遊[n]究極闘技[n][n]がメニューに追加されました。
0x00e27230;難易度設定に達人級が追加されました。
0x00e27264;「クリアデータ使用で最初から」または、[n]「幕末漫遊」でゲームを開始すると[n]「占いの店　ナオミの館」で受け取ることができます。
0x00e272e4;「クリアデータ使用で最初から」または、「幕末漫遊」でゲームを開始すると[n]寺田屋にいる宇都宮から「%s」を入手することができます。
0x00e27370;%s　%sが選べるようになりました。
0x00e273a0;最強
0x00e273a8;最弱
0x00e273bc;ＮＥＴＷＯＲＫサービスについて
0x00e273dc;手動アップデート
0x00e27404;ー
0x00e2740c;ワイヤレスコントローラを２個接続してください
0x00e27444;ネットワークを使用することで利用できるコンテンツについて確認できます。
0x00e2748c;追加されたコンテンツの情報を確認できます。
0x00e274bc;ネットワークに接続されている本体は自動アップデー[n]ト致しますが、途中切断された等、失敗した場合に、[n]こちらから手動でアップデートを行うことができます。
0x00e27574;<Sign:D>同意する
0x00e2758c;<Sign:C>同意しない
0x00e275b0;択
0x00e275bc;ド
0x00e275cc;。
0x00e275e0;。
0x00e2761c;。
0x00e27648;グ
0x00e2764c;グ
0x00e27654;。
0x00e2765c;。
0x00e27668;。
0x00e27678;。
0x00e27680;る
0x00e27690;オンラインで遊ぶ
0x00e276a8;１人で遊ぶ
0x00e276c4;麻雀、こいこい、おいちょかぶ、ポーカー、将棋[n]５種類のミニゲームをオンライン対戦で遊びます。
0x00e27724;麻雀、こいこい、おいちょかぶ、ポーカー、将棋[n]５種類のミニゲームを１人だけで遊びます。
0x00e2779c;麻雀牌を使い、順番に牌を引いていき[n]役作りの早さと役の強さで勝負します。
0x00e277e4;将棋駒を使い、交互に手駒を動かして[n]どちらが先に相手の王将を取るかで勝負します。
0x00e27834;花札を使い、絵合わせを行って役を作っていき[n]勝負します。
0x00e2786c;株札または花札を使い、手札が２〜３枚配られて[n]その合計数値の下一桁で勝負します。
0x00e278bc;異国の遊び札を使い、５枚の札の組み合わせを考えて[n]役の強さで勝負します。
0x00e27918;高賭け点
0x00e27928;低賭け点
0x00e27944;一勝負
0x00e27954;賭け点２５０点を点棒２５０００点と交換して遊びます。
0x00e2798c;賭け点２５点を点棒２５０００点と交換して遊びます。
0x00e279c4;賭け点が足りないので遊べません。[n]２５０点以上貯めてください。
0x00e27a04;賭け点が足りないので遊べません。[n]２５点以上貯めてください。
0x00e27a54;一勝負５点で遊べます。
0x00e27a78;オンライン対戦のこいこいは３回勝負になります。[n]対戦相手との得点差×１００点がやり取りされます。[n]高賭け点で遊ぶには、最低２０００点必要です。
0x00e27b08;オンライン対戦のこいこいは３回勝負になります。[n]対戦相手との得点差×１０点がやり取りされます。[n]低賭け点で遊ぶには、最低２００点必要です。
0x00e27bac;オンライン対戦のおいちょかぶは４回勝負になります。[n]一度に賭けられる賭け点の上限は１０００点までです。[n]高賭け点で遊ぶには、最低４０００点必要です。
0x00e27c44;オンライン対戦のおいちょかぶは４回勝負になります。[n]一度に賭けられる賭け点の上限は１００点までです。[n]低賭け点で遊ぶには、最低４００点必要です。
0x00e27cd4;賭け点が足りないので遊べません。[n]４０００点以上貯めてください。
0x00e27d14;賭け点が足りないので遊べません。[n]４００点以上貯めてください。
0x00e27d68;高賭け点で遊ぶには、最低４０００点必要です。[n]テキサスホールデムで遊び、最低ＢＥＴ数は[n]１〜２ラウンドが５０点、３〜４ラウンドが１００点です。
0x00e27df8;低賭け点で遊ぶには、最低４００点必要です。[n]テキサスホールデムで遊び、最低ＢＥＴ数は[n]１〜２ラウンドが５点、３〜４ラウンドが１０点です。
0x00e27e94;一度に賭けられる賭け点の上限は１０００点までです。[n]高賭け点で遊ぶには、最低１０００点必要です。
0x00e27ef4;一度に賭けられる賭け点の上限は１００点までです。[n]低賭け点で遊ぶには、最低１００点必要です。
0x00e27f64;高賭け点で遊ぶには、最低１０００点必要です。
0x00e27f94;低賭け点で遊ぶには、最低１００点必要です。
0x00e2805c;所
0x00e28064;ド
0x00e28070;賭け点交換
0x00e28080;お金で購入
0x00e2809c;賭け点をお持ちでしたら、[n]いろいろな景品、またはお金と交換しまっせ。
0x00e280e4;お金をお持ちでしたら、[n]いろいろな景品、または賭け点と交換しまっせ。
0x00e28134;サーバーからセーブデータをダウンロードして、[n]PlayStation3、またはPlayStation4と[n]PlayStationVita間で、進行状況を共有します。[n]アップロードとダウンロードは同じオンラインIDで[n]「PSN」にサインインしてください。[n][n]<Color:5>サーバーからダウンロードしたセーブデータを保存すると[n]ストーリーの進行状況やクリア状況は、[n]ダウンロードしたセーブデータのものに上書きされます。[n][n]ゲームをクリアした後であっても、[n]サーバーからダウンロードしたセーブデータが[n]ゲームクリア前の状態の場合、ストーリー進行や[n]クリア状況などが過去に戻り、やり直しになるため[n]セーブデータの新旧には十分ご注意ください。
0x00e2837c;セーブデータをサーバーへアップロードして、[n]PlayStation3、またはPlayStation4と[n]PlayStationVita間で、進行状況を共有します。[n]アップロードとダウンロードは同じオンラインIDで[n]「PSN」にサインインしてください。
0x00e28454;総プレイ時間
0x00e28464;レベル
0x00e2846c;経験値
0x00e28474;解決した任務数
0x00e28484;隊士カード数
0x00e28494;栽培した作物の種類
0x00e284ac;釣り上げた魚の種類
0x00e284c4;完成済みの料理品数
0x00e284dc;納品済みの品物数
0x00e28550;ペアレンタルロックが設定されているため[n]オンラインサービスを利用できません。
0x00e285a4;アイテムなし
0x00e285bc;%2d位
0x00e285c4;%4d点
0x00e285d4;%8d個
0x00e285dc;%d両%04d文
0x00e285ec;%2d勝
0x00e285f4;%2d連勝
0x00e285fc;%3.2f倍
0x00e2861c;%d連撃
0x00e28624;%d人撃破
0x00e28634;%3d回
0x00e2863c;%4d人
0x00e28644;%3d戦%3d勝%3d敗
0x00e28654;勝率%3d％
0x00e28664;%4d文
0x00e2866c;×%d倍
0x00e28674;%d万%04d個
0x00e28684;%d戦%3d勝%3d敗
0x00e286e8;獲得闘玉
0x00e286f8;獲得賞金
0x00e28714;%3d人中%3d人撃破
0x00e28734;%2d戦%2d勝%2d敗
0x00e28748;特別報酬
0x00e28758;番付得点合計
0x00e28768;踏破時間
0x00e28778;残り体力
0x00e28788;撃破人数
0x00e28798;最終評価
0x00e287a8;基本報酬
0x00e287b8;連勝ボーナス
0x00e287f0;辻斬り侍
0x00e28800;剣豪
0x00e28840;詳細を見る
0x00e28858;参加回数
0x00e28868;順位点
0x00e28870;斬った人数
0x00e28880;達成回数
0x00e28890;総合戦績
0x00e288a0;頂点の座　死守回数
0x00e288b8;武器王座決定戦優勝回数
0x00e288f0;参加者
0x00e28900;一回戦
0x00e28908;二回戦
0x00e28910;三回戦
0x00e28918;四回戦
0x00e28920;五回戦
0x00e28940;京にいる強者達が集まり[n]「強者の宴」が解放されました
0x00e28988;新入り配信者
0x00e28998;駆け出し配信者
0x00e289a8;中堅配信者
0x00e289b8;人気配信者
0x00e289c8;豪傑の配信者
0x00e289d8;百戦錬磨の配信者
0x00e289f0;一騎当千の配信者
0x00e28a08;天下の配信者
0x00e28a18;究極の配信者
0x00e28a28;伝説の配信者
0x00e28a64;血に飢えた猛者たちが集まる闘技の場[n]戦いに飢えた者達はこちらへ！
0x00e28aa4;闘玉を各種商品と交換することができます。
0x00e28ad4;闘技場に出場している猛者たちの情報を見ることができます。
0x00e28b14;闘技場４つの掟です。
0x00e28b40;五人との勝ち抜き戦を行います。[n]連勝するたびに獲得できる闘玉と賞金が増えます。
0x00e28b90;鍛えぬいた体とたった一つの武器を持って、迫りくる百人の刺客を撃退せよ！　[n]目指せ、百人斬りの称号！！
0x00e28c00;闘技場に訪れた者がまず初めに挑戦する闘い。[n]賞金　三百文　　闘玉　五十個
0x00e28c48;洗礼を終えた者が己の技や武器を試す、試練の闘い。[n]賞金　三百文　　闘玉　五十個
0x00e28c98;独自の武器を持った者たちの闘い。　鬼の面を被った男に注意せよ。[n]賞金　千文　　闘玉　二百個
0x00e28cf8;武器を持たない者たちが集まった闘い。　顔に痣がある男に注意せよ。[n]賞金　二千五百文　　闘玉　百個
0x00e28d58;刀に狂った者たちの宴。　大太刀の一撃に注意せよ。[n]賞金　二千文　　闘玉　二百個
0x00e28da8;銃を極めた者たちが集う宴。　属性弾を撃つ者たちに注意せよ。[n]賞金　二千文　　闘玉　二百個
0x00e28e00;京にいる猛者たちが集まった、最強を決める闘い。[n]賞金　五千文　　闘玉　三百個　[n]※京にいる猛者たちと出会うと解放されます。
0x00e28e80;京にいる猛者たちが集まった、最強を決める闘い。[n]賞金　五千文　　闘玉　三百個
0x00e28ef0;百人斬りに挑戦する武器を選択してください。
0x00e28f38;経験値%s
0x00e28f50;闘技場ポイント%s
0x00e28f70;洗礼の間
0x00e28f80;試練の間
0x00e28f90;我流武器戦
0x00e28fa0;無手組戦
0x00e28fb0;狂剣の宴
0x00e28fc0;銃撃の宴
0x00e28fd0;強者の宴
0x00e29000;名前
0x00e29008;型
0x00e29014;素材
0x00e2901c;情報
0x00e2903c;試合を始めますか？
0x00e29054;試合を開始する
0x00e29064;次の試合へ
0x00e2a2bc;笘
0x00e2a4b0;通常
0x00e2a4b8;農作
0x00e2a4c0;魚
0x00e2a4cc;武器(剣)
0x00e2a4dc;武器(特)
0x00e2a4ec;武器(銃)
0x00e2a4fc;武器(弾)
0x00e2a50c;防具(頭)
0x00e2a51c;防具(胴)
0x00e2a52c;防具(腕)
0x00e2a53c;重要
0x00e2a578;弾
0x00e2a57c;特
0x00e2a580;銃
0x00e2a584;刀
0x00e2a588;んんんんんんんんを
0x00e2a5a0;んんんんんんんんん
0x00e2a5b8;手
0x00e2a5c0;胴
0x00e2a5c8;飾
0x00e2a664;腕
0x00e2a668;頭
